Energy(MeV),Theta(deg),Phi(deg)
0,59.9897,-153.21
0.0614428,103.378,-116.096
0,109.421,2.44241
0,98.6805,-69.4036
0.100044,149.119,46.7379
0,106.327,-149.499
0,59.0578,-120.535
0,105.082,98.6278
0,130.804,120.422
1.69292,139.725,-149.517
1.77103,111.808,-103.876
0,36.8592,126.775
0,117.473,-54.2507
0,90.3962,-6.25039
446.043,10.6769,137.911
0.633384,113.584,76.4888
0,97.6745,122.67
0,154.802,60.1791
0.0864994,112.016,113.402
0.72851,43.7878,-142.293
0,156.599,169.388
0.0621176,124.12,177.819
0,78.5484,170.834
0.48338,91.2994,174.901
0,137.015,79.5383
0,106.73,139.987
0,119.767,84.5396
0,108.823,96.4115
0,83.3802,23.374
0.173447,41.1599,148.261
0,59.1842,98.4413
1.2967,134.644,15.8521
0,41.256,-121.712
0,51.6317,91.2219
0,89.2117,-27.2557
0.0919053,147.381,169.903
0,25.6219,37.6553
0,72.3218,-115.616
0.0350171,135.983,138.666
0,37.5808,-85.572
0,26.704,-114.642
0,68.8756,15.7265
0.0584811,124.131,-101.698
9.35764,72.3408,-5.87033
0,57.6623,-85.012
0.3704,70.9083,0.930323
0,21.7769,-113.341
0,41.8752,131.435
0,89.5688,154.149
0.0934883,98.4077,-83.1908
0,48.216,-146.341
0,55.2244,140.348
0,148.267,98.3914
0,53.5206,27.7773
0,156.359,152.74
2.00281,110.209,-132.378
31.526,90.1179,-163.425
0,73.8799,-141.676
0,84.9482,-26.9034
0.0846986,99.7665,6.30646
0,53.2101,89.9658
0,75.1374,19.0194
0,52.4657,47.5256
0,77.0138,-42.0709
0.670343,79.3062,-106.33
0,102.007,-78.1404
0,11.2025,177.207
0,121.974,-36.3273
0.461089,66.7284,-148.532
0,52.9033,-29.9125
0,61.2376,-38.1153
0,58.5645,167.661
0.292851,68.497,-155.27
0,107.716,-38.6969
0,109.778,17.4352
0.255238,63.5695,22.8221
0,45.9667,-73.71
0.259292,115.348,-74.9297
0,55.7296,-53.2351
0.157968,76.7987,-121.087
0,73.5967,-76.9542
1.57598,102.176,-41.6876
0,63.8658,29.1814
0,101.909,-97.5215
0,67.7936,125.88
0,55.6941,121.11
0,73.9176,-179.874
0,88.1232,-9.56063
0,84.8915,148.215
0,111.143,41.2246
0.386158,70.2256,80.9913
0,27.402,-7.42699
0.0747056,44.2605,-11.2478
0,151.639,115.851
0.0826857,57.1615,-121.668
0,88.8191,-129.816
0.119028,148.234,-48.843
0,100.625,37.8808
0,103.81,-8.87527
0,72.5616,174.921
0.0237518,103.55,104.499
0,35.3518,5.28351
0,7.04455,167.609
0.0873134,126.505,-35.3452
0,122.392,-68.4806
0.140815,159.633,-34.6885
0,58.9891,25.4149
0,97.6934,-56.396
0,102.579,-8.40621
0,155.771,159.406
0,91.4057,178.272
0.373777,96.1789,-148.535
0,40.6357,-63.7032
0,81.6725,33.7327
0.0351155,155.059,14.3747
0,24.3777,72.2431
2.27155,72.9568,70.2352
0,37.4444,-144.8
0,163.173,50.1096
2.20314,80.2337,-126.421
9.98754,139.854,86.5455
35.1334,105.45,-68.5293
0,55.7674,-23.1206
0.120544,107.002,83.2639
0,133.026,-4.98398
0.668012,165.103,146.478
0,109.937,-143.661
0,114.43,149.32
0,148.783,-76.4324
0,45.6973,-96.8531
0,27.6987,-16.4357
1.22354,63.0284,-81.9018
0,66.8229,38.0477
0.488034,125.723,-84.5135
0,70.1471,39.523
0,103.022,98.0661
0,66.9576,27.4993
0,68.4745,-110.884
0,79.8976,114.216
0,94.359,164.959
0,56.8375,117.111
0.053318,86.7282,7.18463
0,154.62,-163.171
0,109.703,-19.3863
0.0863947,127.422,-11.4768
29.2523,72.9791,127.891
0,119.435,161.878
0.813735,137.903,-176.67
1.13081,160.197,-98.3226
1.54516,150.35,67.1924
0,33.1175,125.822
0,156.255,-9.49807
0.129627,108.639,84.587
0,116.927,-0.478881
0.267215,131.377,114.339
0,82.5447,118.339
0.475894,66.1853,142.312
79.9913,124.816,-61.7524
0.401704,50.28,4.0899
0,58.1937,4.74166
0,79.1226,-113.611
0,58.3319,145.722
0,87.5563,-87.2906
0,13.4378,50.562
0.222962,124.838,99.838
0,85.304,118.277
0,82.7334,116.094
0.147909,30.8999,56.0021
4.25572,46.0253,-157.935
0,100.713,-128.724
0,7.42383,-175.158
0.653283,51.0924,-116.373
0,70.8555,-107.241
0,153.073,126.013
0,56.4556,-121.087
0.0907702,103.805,18.9617
0,79.9291,-38.5851
0.0705728,76.8261,29.5609
0,93.4989,-41.7036
0.0765892,77.638,-5.70427
0,104.722,94.8188
0.0651173,104.463,117.092
0,138.585,171.5
0.0925673,31.8844,42.6882
0,40.49,-110.233
0.164996,132.952,-142.305
0,41.7569,177.759
0,18.0002,-75.5389
0,115.082,104.494
0.0477026,72.0148,26.0888
0,126.233,35.0183
0.390749,46.0478,37.4446
13.7265,66.1245,-40.547
0,49.7025,-87.4073
0.155746,64.682,38.9368
0,157.346,105.123
0.362932,142.63,-25.2894
0,114.563,31.6337
0.128266,90.8979,8.75713
0,126.947,108.572
0.107257,102.865,-79.1313
0,82.151,15.8588
0.132459,25.0278,110.581
0.405007,109.531,-11.4081
0,82.4317,163.325
0,130.241,-130.303
0.0376066,57.2006,178.699
0,27.3048,-2.60008
1.14698,87.5917,-47.1841
0,75.4222,143.608
0,81.3296,20.2261
0,70.8119,-137.483
0.0578603,63.835,-66.6866
0,94.6128,149.042
0,103.963,107.208
0,100.332,150.021
0,73.7033,117.523
0,28.7591,-27.7148
0.0565995,95.9452,-4.37757
2.01683,57.2386,-76.314
0,142.286,-15.5912
0.728055,91.5267,-48.3155
0,17.075,14.8393
0,43.0308,33.1166
0.20236,60.2352,-30.0345
0,68.2039,-59.8458
0.196789,80.0862,73.4699
0,60.6384,-160.414
0.129684,168.061,-13.5382
0.780187,172.464,67.9536
1.12,116.577,35.8643
0,11.7867,71.3954
0.18374,118.049,80.5229
0,44.7816,68.6321
0.0865914,57.8461,53.5466
1.30811,128.364,-166.164
0,54.8682,-34.8252
0,74.5392,-92.9352
0.0882414,80.0754,-128.423
0,38.8496,-140.535
0,82.1814,-56.1778
0.104844,79.9779,-84.8951
0,132.912,-173.523
0.280259,142.908,92.7488
0,138.813,-173.113
0.26592,30.2681,166.309
0,44.9181,165.991
0,6.16597,117.513
0,109.303,-178.575
0,156.77,25.3461
0,118.96,-92.2248
0,90.6891,92.8683
0.103403,100.924,62.534
0,96.5065,57.9015
0.594978,160.921,-43.2093
0,47.2667,-101.415
0,102.914,109.285
0.199958,148.588,-7.80647
0,86.6711,-83.1846
0.416284,111.281,-49.7342
0,125.766,118.581
0,22.6223,86.4074
0,119.083,-55.8692
0.0989639,111.296,4.40727
5.62803,36.3263,-64.1958
0,157.239,-142.916
0,82.7842,-160.067
0.956057,142.854,81.4143
0,27.3987,27.3855
0.4814,127.425,-74.3662
7.29052,142.924,1.75675
8.91122,45.1432,160.775
0,49.4691,-62.0293
0,131.097,-157.35
0.0593783,102.755,-30.2483
0,112.045,-158.288
0,118.04,-65.5269
0.64045,173.642,-141.315
0,26.1745,125.776
0.162094,50.9523,83.9965
0,111.245,83.4569
0.183761,141.969,-129.673
15.1544,105.329,88.2365
28.0261,58.5193,-60.4015
0,116.449,-84.746
0,98.7943,94.1383
0,111.953,-112.204
0.0631305,141.423,51.0349
0,1.62374,86.1456
0,111.056,41.384
0,114.251,-149.952
0.040993,140.33,-163.189
0,67.9972,-109.291
0,78.7936,-41.4082
0.570948,63.9288,-37.4804
0.416362,141.046,-38.4035
0,94.6926,148.872
0,142.999,-17.4971
0.195672,126.065,54.6673
0,76.6084,89.5157
0.744923,116.859,32.9643
0,73.3071,96.7432
0.12228,99.626,-172.871
0,168.161,144.951
0.215435,101.568,121.875
0,6.03619,81.2381
0,114.367,25.7868
0.126834,132.903,-113.627
1.7898,64.6718,168.948
0,112.199,46.6057
0,51.8656,-168.373
0.0982169,94.8757,115.954
0,55.9926,83.7126
0.385473,65.707,78.9377
0,66.2117,132.706
0.186772,71.2063,-81.8595
0,89.6276,-91.1122
0,52.5672,-10.0439
0.0962941,64.174,-148.449
0,67.9123,-8.15735
0,35.0092,-58.3482
0.029315,92.1227,-1.31078
2.16435,99.6351,-103.51
0,89.0719,24.6011
0.795306,99.8919,-45.3759
2.27947,75.5887,132.67
0,91.2885,7.20652
0,66.1679,-13.5755
0,17.1478,-128.287
0.105375,41.2748,122.094
2.73614,123.802,-75.7479
0,135.58,-17.1622
0.73393,139.581,-112.061
0,157.117,-148.024
0,79.8173,114.842
0,135.175,-27.8211
0,81.313,-62.7191
0.302459,105.579,-20.4959
0,49.0007,-173.003
1.47717,56.0285,-15.0414
6.527,138.572,-24.2128
0,49.5945,5.86952
0,16.4018,61.3862
0.411345,46.2335,77.1521
0,80.1709,145.342
0,101.887,78.2904
0,118.208,162.434
0.0270247,84.7018,-124.704
0,164.415,13.3381
0.699122,76.0933,48.049
0,15.4326,103.067
0,54.7624,-173.745
0.163747,106.311,-175.828
0,68.3774,-67.3632
0,44.6846,-106.388
0.199271,75.9032,-48.8715
0,62.1156,137.218
0.0482413,127.466,-119.155
0,58.8964,-95.3006
0.114206,143.97,-72.1705
0,55.6522,-97.4679
0.918041,123.727,-115.325
0,135.399,41.9086
0.0953807,42.4879,102.834
0,68.7066,72.0461
0,92.7185,20.3676
0,122.289,-99.8614
0.0636575,105.369,160.085
0,27.4043,94.6368
0.259704,126.551,-44.259
0,42.1406,43.4487
0,24.1633,-47.619
0,51.6726,86.6677
0,157.814,-76.2587
0.440264,83.3737,104.571
2.97896,90.6202,131.337
0,87.7199,163.31
0,10.2601,-163.912
0,26.3268,88.0041
0.12847,65.7382,154.946
5.19159,36.1931,92.6894
0,88.1364,4.56058
0.325733,85.867,-115.753
0,65.6183,63.991
0.090946,108.93,64.6853
0,87.9943,-163.079
0,136.92,-61.022
0.022489,93.4886,36.858
0,39.5136,-117.119
0,165.181,-59.8884
0,56.0356,-153.726
0,135.935,-84.7407
0,82.4037,-139.241
0,161.618,172.64
0,36.901,114.321
0,128.993,-152.153
0,104.681,-142.32
0.118412,164.895,161.316
0,44.7162,22.2009
122.49,38.1224,-1.98806
0,57.5531,107.615
0.314173,113.883,102.507
0,60.2027,130.567
0.203112,138.877,126.255
1.98273,59.0023,75.1106
0,79.7343,-79.3918
0,128.477,27.4511
0.18798,120.715,-50.0322
4.46791,68.8737,43.0354
5.2482,66.4306,83.4105
0,118.731,0.107619
0.0430946,70.5498,-72.4913
0,124.964,0.607084
0.0461816,111.353,102.554
0,78.8379,-113.47
0.180701,92.2598,-143.893
0,104.842,-21.1951
0.175778,124.183,-139.285
0,7.10815,139.84
0.114156,101.904,114.195
0,115.49,-37.3296
0,106.022,146.884
0,141.23,-143.568
0.0520443,80.0913,-121.147
0,89.0484,84.7317
0.550033,68.4914,54.3183
0,116.397,11.8654
0,38.6572,-168.945
0,74.3085,110.84
0.0904045,122.259,-1.64333
0,50.3853,74.6377
0.685963,126.489,98.4285
3.05883,123.224,124.77
0,59.3759,156.238
0,109.021,169.339
0.0844138,98.2494,-91.9515
0,83.0341,-35.9478
0.512337,120.853,-36.3008
0,126.456,-32.3909
0,127.182,-14.2341
0,149.506,149.557
0,78.62,-125.321
0,117.056,95.0665
0,77.7337,134.505
0.248385,90.793,168.609
0,129.25,-81.3625
0,119.514,-146.975
0,63.7237,169.877
0,69.8967,-110.481
0.0337626,99.9611,142.048
0,36.6744,114.931
0,59.8357,27.0005
0.0503029,115.331,-117.971
0,115.86,-131.102
0,87.3403,-112.453
0.156707,147.388,-17.7428
0,73.4644,29.9057
0,172.088,-159.931
0,46.0432,-23.6972
0,93.9932,-128.119
0,110.894,77.8796
0.0622306,66.7674,-145.601
0,47.6852,-2.47095
0,24.7738,-100.624
0,134.869,81.6337
0,125.45,-126.369
0,89.0569,-170.973
0.085069,114.461,-172.381
0,128.097,126.576
0.956118,117.267,147.849
0,15.8692,50.1748
0.888047,37.0178,-25.8637
1.49204,150.876,2.16956
0,149.602,67.9563
0.25143,109.587,171.267
0,92.915,28.3592
0,58.0504,172.497
0,40.5447,-138.899
0.0944597,121.801,67.1986
0,67.4396,173.323
0,126.096,-30.425
0,33.9911,119.443
0,83.7189,-63.4805
0,4.45407,-22.0028
0,112.096,82.2425
0.0590237,107.931,-151.838
0,74.9408,50.817
0,120.974,177.547
0.0923835,95.1764,-148.283
0,115.34,-123.277
0.0890275,132.92,137.744
20.5155,83.7405,-173.15
131.006,56.3007,149.638
0.109479,111.788,-65.0111
0,140.784,-79.2309
0,80.0738,33.6913
0.135934,94.4516,12.5891
0,110.74,-99.5571
0,98.2955,-84.9757
0.0596027,96.7488,41.2659
0,24.6871,152.828
0,117.163,-56.0188
0.00644357,68.4627,113.606
0,80.8089,-41.5722
0,64.898,175.66
0,90.9214,28.1653
0,56.8816,-86.4231
0.0455044,168.054,28.8782
0,109.059,174.558
0.325198,91.0876,160.61
0,96.1639,-45.196
0,35.9136,173.309
0.1226,137.073,156.604
0,46.648,127.047
0,26.8034,-46.9664
3.37752,164.826,-165.257
0,108.139,27.597
0,48.08,78.9076
0.117354,108.412,114.417
4.39019,70.3691,-23.9445
4.80842,123.399,39.927
0,133.036,-91.7119
0,82.7405,-59.0078
0,43.3111,76.9955
0,56.5384,174.151
0,45.232,140.219
0,98.5366,102.678
0.0372664,74.2887,170.966
0,48.7573,31.6587
0.167139,88.3078,110.999
0.902302,97.4125,-107.124
13.1995,145.259,67.9576
0,40.7515,-113.497
0.217684,86.7087,-95.8423
1.16602,75.4892,-44.2066
45.5237,41.6147,-179.795
0,33.6192,-29.1517
0,93.4611,-10.9681
0,82.4157,60.1155
0.473692,163.111,145.963
0,170.132,64.8568
0.980656,102.91,56.5033
0,103.979,150.829
0,137.985,-122.382
0,92.9665,172.805
0,37.1607,55.8907
0.174186,45.8165,110.612
0,158.182,-148.023
0.104588,112.062,87.5473
20.7087,116.746,-26.9759
0,49.944,169.507
0.331362,88.1248,-99.1736
0,45.1166,38.3292
0.132239,92.2641,-31.8149
0,103.115,-32.7391
0.135652,158.741,122.999
0,41.7241,121.353
0.26783,164.055,-176.713
51.2461,55.3131,87.1535
0,75.5664,90.4124
0.711955,133.582,101
0,84.6286,-70.1447
0,102.257,-131.608
0.0493679,141.671,77.6815
0,82.9307,148.731
0.436612,104.881,89.9885
0,101.389,7.33511
0,93.9234,59.6327
0.0944518,118.988,126.269
0,72.1723,-62.2122
0,49.3316,-153.499
0.0366747,123.382,21.988
3.06999,13.9218,100.6
0,44.4941,-84.2518
0,68.436,-125.374
0.104624,148.65,155.521
0,99.2366,157.982
0.274221,107.925,106.228
0,42.7628,-141.321
0,23.3935,-49.5715
0,108.149,-140.416
0,88.4473,111.266
0,67.8743,64.2401
0,108.913,-101.169
0,131.663,-90.9076
0,92.6326,58.0803
0,43.153,27.4951
0,27.5071,146.158
0,87.9539,-131.429
0.10098,44.9419,-17.2009
0,124.454,171.062
0,103.203,117.923
0,46.0165,167.807
0,114.563,-83.8919
0,141.764,-100.188
0.112574,114.96,113.715
0,116.398,88.6994
0.0899672,119.025,96.0916
0,162.68,92.8982
0.138055,80.1007,89.0222
0,51.6686,-7.90371
0,27.3454,-167.386
0,89.4566,101.656
0,121.568,52.7857
0.0268662,94.2336,173.092
0,24.3772,-158.196
0.22386,140.301,158.794
0,61.6774,-152.96
0,50.9854,-160.31
0.0726831,43.0591,136.944
0,81.3809,-116.257
0.123454,117.452,88.0944
0,52.0172,-38.741
0,70.0035,25.4213
0.0707154,42.8804,12.7463
5.88993,155.815,-33.7072
0,104.484,-27.9306
0,45.4775,130.736
0.266739,117.892,25.3342
0.74614,109.327,137.913
16.729,51.4299,-56.204
68.9486,79.1348,-93.6626
0,42.4578,-23.8639
0.00210753,158.549,0.740219
0.670384,150.647,144.696
0,42.1297,-120.863
0,83.7672,-91.2991
0,46.2166,116.872
0.12103,98.1057,166.289
0,81.9003,9.30052
0,16.8511,-172.461
0.192358,167.761,-67.7067
0,91.0744,-62.1921
0.0561861,89.2532,173.131
4.40716,114.997,8.13824
5.30479,153.739,-168.367
0,38.8214,23.012
0,138.568,1.32866
0,70.0422,-161.011
0,23.8226,-129.181
0.13237,45.2346,74.3274
0,84.7496,26.3277
0,97.7957,111.316
0.116013,86.8492,-65.6634
8.89636,106.112,-154.74
0,80.5145,-156.723
0,122.376,-145.487
0.0444617,149.242,45.5296
0,129.31,-178.052
0.363545,107.081,13.1096
0,41.572,-52.3491
0.22505,62.8854,-68.8861
0,27.8448,102.097
0.0624957,63.7478,19.6702
0,38.1962,96.4682
0,57.2637,-19.3639
0.257245,26.3154,11.151
0.836805,95.2812,178.515
0,28.6001,-139.625
0.101649,114.674,-178.82
0.350707,112.073,-172.224
0,81.7079,-163.869
0,137.417,-19.2153
0.179018,113.575,-165.892
0.525326,112.613,-60.2225
0,32.3418,-71.9406
1.49031,58.5442,-44.6094
0,61.2683,96.955
0,30.6751,-64.8171
0.101764,64.2973,-3.47434
2.14343,155.638,29.8473
0,100.457,-123.854
0.15312,124.53,31.2603
0,51.2559,88.8884
0,97.3744,-6.79986
0.165436,152.76,0.871741
4.23253,164.782,20.5575
0,9.90832,-99.2144
0,48.6709,-77.4407
0,73.3625,154.593
0,2.68626,-26.0898
5.36334,112.937,102.147
0,118.64,75.1765
0,93.7955,-45.5016
0,59.1532,-112.08
0.0649716,117.727,148.473
0,27.7845,141.771
0.333667,134.743,-24.5393
0,88.9579,-99.5228
0.120874,107.322,177.519
0.888585,123.516,-22.5001
0,80.7182,12.438
0,19.5965,9.43304
0,36.2868,-122.577
0.364465,69.3351,-150.114
0.998328,89.7001,153.211
0,100.107,-136.472
0,76.4074,-49.7064
0,155.572,31.3548
0,177.56,24.9486
1.07917,77.0294,84.4878
0,84.3271,136.651
0,90.4164,-79.2286
0,114.071,-115.149
0,171.709,84.6427
0,37.8681,137.726
0,122.498,34.0201
0.683074,129.616,-156.249
0,111.204,39.0869
0,40.826,-73.9621
0,26.2437,12.0523
0,48.8267,161.401
0,58.1926,152.274
0,113.212,97.9693
0,52.1608,-13.055
0,105.471,-104.546
0.344861,70.3626,171.814
0,108.752,29.5267
0,124.798,69.3931
0.0476968,95.5262,39.5433
0,18.6322,-90.1215
0,62.2481,118.693
0.0651061,146.137,-47.7208
0,136.524,10.2757
1.09582,87.3286,8.05619
0,95.5586,138.581
0.0924959,45.1757,20.8291
0,72.6389,49.1685
0,51.9192,81.3465
0,117.049,166.472
0,80.9069,16.6607
0.174016,85.9055,0.574126
0,108.681,-140.998
0.0654401,102.874,-120.096
0,88.4235,-60.8208
8.35431,67.0741,122.683
0,108.476,-17.6616
0,115.874,70.2043
0,48.996,-85.8448
0,105.842,-116.898
0,25.7324,-109.179
0,134.784,95.6656
0,30.5177,14.5399
0.0858541,102.222,141.107
0,101.436,18.9453
0,50.9132,77.6169
1.4122,105.073,83.5357
0,122.645,-179.619
0,93.573,88.6433
0,147.784,73.4873
0.0233284,78.9905,-133.017
0,146.479,-113.746
0.732626,140.541,-105.729
0,29.1675,136.091
0,16.8401,14.4959
0,136.125,163.471
0.156697,76.2124,12.7644
0,74.4124,165.011
0,120.13,121.941
0.12887,70.7505,154.73
0,142.723,160.9
0,62.6364,-170.26
0.348222,38.2418,-169.85
0,119.681,157.527
0.394809,108.198,-154.273
0,40.2247,45.691
0,64.7355,-94.874
0,127.307,-49.0391
0.109303,102.667,84.2711
0,112.002,18.5043
0,91.8967,-147.617
0,97.1269,-119.966
0.168522,111.095,-145.709
0,29.7615,142.488
0.204956,106.104,-149.864
0,49.071,-35.9883
0.0874625,53.3726,137.194
0,92.9594,32.4816
0.759822,73.085,-80.0906
0,61.8957,-82.2161
0.842166,52.4626,-87.7245
0,61.1679,-101.79
0,80.411,71.4097
0.070762,84.8763,-136.377
0,92.8365,-24.1021
0,116.125,-133.168
0,107.38,106.296
0,60.6606,-100.087
0.258071,99.3017,-5.47692
0,28.8926,-12.2389
0,46.7731,-22.2281
0.951175,111.497,-118.567
0,75.2912,134.602
0,96.1451,167.251
0,135.913,179.888
0.0221823,136.331,-167.387
0,12.833,1.51247
0,118.373,-140.371
0,95.2485,-151.555
0.0475024,149.797,-23.3856
0,93.7687,90.1157
0.299173,94.3099,69.3518
0,32.3393,-18.6792
0,154.688,-20.9736
0.0711119,119.575,-143.43
0,107.635,-82.4206
0.849438,161.105,-168.544
0,133.636,-60.7444
0,113.764,-108.829
0,115.387,120.2
0.0345138,110.106,-2.41598
0,121.776,-98.4146
0.0495713,137.395,20.5255
0,48.2064,150.919
0.112098,101.113,-158.439
0,112.438,-85.8898
0,100.622,164.953
0.164338,126.027,84.2703
9.51621,122.448,-121.48
0,96.2275,-21.2963
0.223677,127.755,-124.472
0.743951,134.927,-90.4402
1.87321,141.804,151.391
2.98896,81.3041,14.5107
0,62.2122,174.291
0,85.5194,160.216
0,103.903,58.2758
0.125113,131.74,154.919
0,10.3859,-37.7204
0,42.1381,82.2688
0,72.7751,-85.3294
0,143.601,52.6288
0,147.762,-52.6956
0.145369,83.3867,38.2741
0,88.3326,132.304
0.381528,74.7075,120.779
0,106.959,169.935
0,104.624,105.011
0,119.81,-124.899
2.11906,56.3844,39.9315
0,92.3736,137.232
0,15.0488,-25.5232
0,38.4002,97.8276
0.0595866,94.3839,-101.346
0,72.2497,86.9624
0.207727,105.657,-44.2904
0.27201,100.442,13.0761
0,84.8336,-46.8264
0.127296,55.6714,66.4826
0,76.9159,-136.902
0.11046,91.2851,124.343
0,75.1441,-138.804
0,50.6875,-87.3722
2.60477,114.709,148.223
0,116.201,-13.5701
0,128.54,-94.2925
0.207996,95.2661,37.6739
0,153.062,-161.702
0,132.413,-130.644
0.0485562,132.396,71.9984
0,99.9163,-145.822
0,130.713,55.4234
0,99.2563,151.132
0,48.466,172.13
0,36.8512,177.589
0,116.24,-95.3699
0.0679263,104.21,54.3636
0.769824,97.7367,44.1913
27.4643,35.8974,166.052
0,43.3379,-130.847
125.151,100.893,-145.71
176.132,27.1618,-157.591
0.125413,45.8359,-56.6604
0,49.3007,113.953
0.0519155,127.828,34.6145
0,37.9226,46.3138
0,45.5666,-63.8696
0.0336518,155.713,-63.6565
0,38.3377,-99.4054
0.0594755,53.5861,83.387
0,55.2737,18.9527
0.500343,63.9023,-161.812
0,154.068,-116.976
0,35.203,-109.165
0.0587132,60.527,33.114
0,96.2397,51.8685
0,17.5419,166.929
0.176621,131.938,-110.271
0,104.143,59.3545
0,33.7671,43.9644
0.0618235,16.3259,111.597
0,67.6215,92.2517
0.485896,40.6218,-179.051
0,149.08,-64.2425
0.452576,152.977,43.7722
0,132.783,42.2659
0,77.8454,-152.397
0.039447,130.745,11.4695
0,154.22,-117.941
0,80.8906,-49.2661
0,147.247,63.8584
0,141.362,-130.364
0.090854,149.798,140.702
0,25.6989,109.661
0,49.4067,0.731771
0,160.054,9.14697
0.611703,118.193,57.5657
0,136.285,41.1848
0.226074,158.133,-112.665
0,63.8841,17.1751
0.0837151,48.2307,62.2923
0,112.638,-66.7153
0.481434,81.9968,-113.611
0,111.248,-104.444
0,43.0929,-177.485
0.0734437,113.755,-127.36
0.661407,86.9231,-128.093
0,63.9648,-128.391
0.213804,166.71,137.317
1.97546,82.8724,-30.5521
83.9998,109.802,116.745
0,61.8871,56.2761
0,28.2092,-73.921
0.224046,77.4094,29.0289
0,109.216,141.426
0.0778425,53.4965,37.5105
0,65.1059,76.8854
0,122.62,-34.3668
0.1799,90.5337,-57.4129
0,99.0254,121.504
0,38.8254,151.464
0,101.624,-146.201
0,127.502,-31.9898
0.118869,30.3285,158.322
2.53385,98.9551,45.6535
0,160.515,-63.7451
0,55.7336,-22.9574
0.0955742,71.591,-32.4508
0,54.8913,-175.612
1.04262,113.795,117.959
0,164.87,-115.238
0.460253,50.8754,-45.3473
0,83.6045,-106.083
0,100.183,124.122
0,33.6718,42.1929
0,36.7582,17.6039
0.313148,57.8508,41.6429
0,72.323,-11.0584
0.263127,71.2035,-10.4542
0,98.0468,51.4444
0.0708605,121.34,126.249
0,78.5209,-140.718
0,9.94433,150.006
0,140.35,144.652
0,107.133,-165.789
0.273126,84.4244,-110.404
0.491217,101.107,76.3453
0,125.576,160.761
0,168.922,114.606
0.030378,117.215,160.779
0.837129,127.274,-52.8691
1.09254,129.135,-30.6297
2.05289,118.82,-74.3706
2.0712,70.1754,-159.571
0,94.2151,-60.5718
0.525902,119.194,59.0719
0,50.9709,-140.583
0,110.223,164.196
0,40.4635,159.715
0,78.2269,60.5288
0,164.821,-16.319
0,82.8915,-19.683
0.0208777,149.248,-136.914
0,147.958,-2.93332
0,81.8803,-166.341
0.21886,70.1091,-143.107
2.86092,87.3745,93.2038
0,85.4647,-1.6006
1.01997,99.7043,18.2347
0,75.0946,78.4915
0,152.391,-20.7768
0.105575,71.7958,106.976
0,138.708,45.8478
0.688841,115.214,-62.3085
0,83.7954,5.62148
0,54.3392,94.8057
0.0980737,136.128,-118.097
0,95.2803,136.013
1.42325,133.373,6.45793
0,61.6942,4.85045
0,111.864,27.8967
0,126.757,-13.8954
0.107197,123.099,-153.407
0,100.071,-118.892
0.398672,85.0466,-127.475
0,34.3987,-2.4897
0,77.0856,23.2182
0.133518,81.955,-26.1135
0,168.857,6.53605
0.0577029,96.2505,176.241
0,72.9085,70.0923
0,117.789,-161.895
0.038495,63.2491,102.611
0,50.7934,32.7968
0.325833,80.4648,-77.0198
3.91418,117.177,-28.1791
0,78.0875,-89.2578
0.0482664,94.4865,-24.7221
0,135.932,68.8501
0,148.837,-30.749
0.161587,133.177,154.378
0,102.195,-118.833
0,44.4598,38.2072
0,30.5913,-96.2915
0,102.139,67.7059
1.70698,135.772,-97.2447
0,48.3325,-20.3063
0,109.019,-179.817
0.0826743,153.689,-150.345
0,101.828,62.9644
0.0909968,145.781,10.3472
1.163,107.644,-46.5298
3.34532,137.131,-7.41248
0,41.8931,-2.05
0.0692075,132.879,-3.36017
0,37.6853,40.8738
0.0773666,87.2798,-78.0649
0,91.431,-141.929
0,102.849,-114.402
0,30.711,-42.9588
0.220241,100.805,-54.9653
0,118.661,52.5121
0,138.177,86.2493
0,66.8422,-152.008
0,121.761,72.7791
0.0879668,138.852,-141.694
0.681802,156.985,-56.5358
0,102.282,-79.0871
0.619748,34.1852,-29.8013
0,67.6368,72.853
0,85.7204,-154.794
0.123122,80.7451,-35.8962
0,82.2563,42.4432
0.867203,136.84,108.277
0,28.2899,-27.2425
0,107.892,-165.759
0.0369039,105.455,-105.982
0,94.5786,-126.208
0,86.375,14.5663
0,99.9211,-35.9838
0,167.262,-149.706
0,113.302,-123.263
0,94.5139,165.966
0,149.725,-13.023
0,108.114,82.333
0,91.8727,44.1625
0.185703,79.0386,127.038
0,95.8174,165.098
0,57.8382,120.509
0,46.4275,-144.878
0,121.253,-82.5334
0,146.352,26.8522
0,115.607,124.028
0,108.809,-136.058
0,129.21,85.908
0.0359747,142.621,-11.8337
0,97.2068,-79.7849
0,134.816,-178.646
0.0296975,94.0565,-89.9703
7.27367,96.4455,54.3285
0,93.3528,-74.7251
1.07281,113.363,100.088
0,58.2411,64.826
0,60.638,-63.5552
0.326932,57.2432,10.6808
0,101.418,-48.4585
0,78.2074,149.88
0.0992132,67.5424,167.632
0,51.7112,164.683
0,150.789,-99.1993
0,85.0462,-115.464
0,72.0791,66.4192
0.36753,46.0853,50.291
0,38.9075,-62.4302
0.179564,105.741,29.7013
0,156.954,39.1784
0,105.014,-170.053
0,153.663,-85.3493
0,71.6655,-145.427
0,81.0582,177.847
0,40.5208,95.4215
0,169.696,12.2232
0,86.273,-0.976403
0.152534,131.878,-35.3012
2.02303,101.328,-8.58418
258.921,59.4435,165.251
0.11734,33.4567,43.4207
